title,rating,price,link
"Cosmic Byte CosmoBuds X220 True Wireless Earbuds (TWS), BT 5.3, 40ms Latency GOD Modeâ„¢, Music Mode, 40Hrs, DNS, ENC, IPX5, Voice Assistant (Black)  ",4.5 out of 5 stars,"1,149",https://amazon.in/sspa/click?ie=UTF8&spc=MTo2NTgxNTYzMDIzMDY2Nzk3OjE3MjM0NjQ3OTI6c3BfYnRmOjMwMDI1NTAxMjU5MzkzMjo6MDo6&url=%2FCosmic-Byte-CosmoBuds-X220-Assistant%2Fdp%2FB0D633DTFF%2Fref%3Dsr_1_198_sspa%3Fdib%3DeyJ2IjoiMSJ9.DaCyl1PYHjaiK1-ULfqYOLGG2QoWzqJnsASUdkPAY0ME7V3kJoeoMpt2iHkFSgXNzP0KC0-g9Vxwub8BalaIVt3RQiMRVZeAcnZyHfXcLS54tsjx4LdWnlBpTVKlY79vMW0CTZbntK86O5KF37p98RQqtclbVQESfjyV-2AEsRSW1nfcj99rJ0SWp4M0M96joMeMcMofvVNEUYkTuzjId7ho4hXK-ujoS0X7qOad7Tg.axJImuCAurTMlpTgARouEUdeg3wvqdiplEoWUGTzILM%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464792%26sr%3D8-198-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
KLIM Fusion Earphones with Microphone - More Than 700 000 Units Sold - New 2024 - Long-Lasting Wired Earphones - in-Ear with Memory Foam - Earphones with Mic - 3.5mm Jack - White  ,4.1 out of 5 stars,"1,399.",https://amazon.in/sspa/click?ie=UTF8&spc=MTozNjM4MjAzNzM4MTI4NzY4OjE3MjM0NjQ3OTY6c3BfYXRmX25leHQ6MzAwMjcyMzY4NTEyMTMyOjowOjo&url=%2FKLIM-Earbuds-Microphone-Version-Long-Lasting%2Fdp%2FB09495DW1W%2Fref%3Dsr_1_193_sspa%3Fdib%3DeyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464796%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"pTron Tangentbeat in-Ear Bluetooth Wireless Headphones with Mic, Punchy Bass, 10mm Drivers, Clear Calls, Dual Pairing, Fast Charging, Magnetic Buds, Voice Assist. & IPX4 Wireless Neckband (Dark Green)  ",3.8 out of 5 stars,499,https://amazon.in/sspa/click?ie=UTF8&spc=MTozNjM4MjAzNzM4MTI4NzY4OjE3MjM0NjQ3OTY6c3BfYXRmX25leHQ6MzAwMTM3MzMyNTg5NjMyOjowOjo&url=%2FTangentbeat-Bluetooth-Headphones-Waterproof-Cancelation%2Fdp%2FB08LBBPLPT%2Fref%3Dsr_1_194_sspa%3Fdib%3DeyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464796%26sr%3D8-194-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"ZEBRONICS New Launch Aeon Wireless Over Ear Headphone with 110H Battery Backup, Supports Bluetooth & Aux, Gaming Mode, Enc, Dual Pairing, Rapid Charging (Beige)  ",3.4 out of 5 stars,"1,699",https://amazon.in/ZEBRONICS-Wireless-Headphone-Supports-Bluetooth/dp/B0CZF42DLN/ref=sr_1_195?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-195
"boAt Rockerz 255 Neo in-Ear Bluetooth Neckband with Mic with ENx Tech, Smart Magnetic Buds, ASAP Charge, Upto 25 Hours Playback, 12MM Drivers, Beast Mode, Dual Pairing (Active Black)  ",4.0 out of 5 stars,"1,249",https://amazon.in/boAt-Rockerz-255-Neo-Bluetooth/dp/B09NYK3CF2/ref=sr_1_196?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-196
"pTron Bassbuds GoMax In-Ear TWS Earbuds, HD Mic & TruTalk AI-ENC Calls, 36H Playtime, 13mm Drivers, Bluetooth 5.3 Wireless Headphones, Voice Assist, Type-C Fast Charging & IPX5 Water Resistant (Black)  ",4.2 out of 5 stars,599,https://amazon.in/pTron-Bassbuds-Bluetooth-Headphones-Resistant/dp/B0CYH3H268/ref=sr_1_197?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-197
"Skullcandy Riff On-Ear Wired Headphones, Microphone, Works with Bluetooth Devices and Computers - Black  ",4.1 out of 5 stars,"1,899",https://amazon.in/Skullcandy-Headphones-Microphone-Bluetooth-Computers/dp/B07HB9Q3CY/ref=sr_1_198?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-198
ZEBRONICS Duke 60hrs Playtime Bluetooth Wireless Over Ear Headphone with Mic (Black)  ,3.8 out of 5 stars,"1,199",https://amazon.in/Zebronics-Bluetooth-Headphone-Multifunction-Black/dp/B088FM4QG4/ref=sr_1_22?dib=eyJ2IjoiMSJ9.IpPvJ-4RVxPieKSvdknkvnFUAg41Fkx3RbvziyPN94xmLFsu7XPPXbG-atH3B4KYbeTmcRLygMqFs1-LTEB0WjI6SvFYzaBvV4n2pcp2vTXHAzgHSu1BjmxWB6LptAKofNKgIfIVg3vVcJwj3q7_oGg7qxh_2te0SuvMRssuU3l83vAxHPxAkk2HCmVy84d8VQYbqqcOUCAPIMmFRbwrcQwuKKUSZnQQyR-IU9QGTtc.ZYMIidwqBKVlhxkadMf92_t2gPXznlpldpiZ-pnUC4g&dib_tag=se&keywords=headphones&qid=1723464755&sr=8-22
"boAt Rockerz 205 Pro in Ear Bluetooth Neckband with Mic, Beast Mode(Low Latency Upto 65ms), ENx Tech for Clear Voice Calls,30 Hours Playtime, ASAP Charge,10mm Drivers,Dual Pairing & IPX5(Active Black)  ",3.9 out of 5 stars,998,https://amazon.in/boAt-Rockerz-205-Pro-Bluetooth/dp/B0C9TZTMPQ/ref=sr_1_199?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-199
"Ambrane Stringz 38 Wired Earphones with Mic, Powerful HD Sound with High Bass, Tangle Free Cable, Comfort in-Ear Fit, 3.5mm Jack (Amber Orange)  ",3.8 out of 5 stars,249,https://amazon.in/Ambrane-Stringz-38-Earphones-Powerful/dp/B09R224N7X/ref=sr_1_200?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-200
"Boult x Mustang Torq Newly Launched Truly Wireless in Ear Earbuds with 50H Playtime, App Support, Quad Mic ENC, 45ms Low Latency, Breathing LEDs, 13mm Drivers, Made in India ear buds TWS Bluetooth 5.4  ",4.2 out of 5 stars,"1,799",https://amazon.in/Boult-Launched-Earbuds-Breathing-Bluetooth/dp/B0D63CNLJ9/ref=sr_1_201?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-201
"HAMMER Bash Over The Ear Wireless Bluetooth Headphones with Mic, Deep Bass, Foldable Headphones, Fast Pairing, Upto 8 Hours Playtime, Workout/Travel, Bluetooth 5.0 (Black)  ",3.8 out of 5 stars,"1,999",https://amazon.in/Hammer-Bash-Bluetooth-Headphone-Black/dp/B07RY6QMRK/ref=sr_1_202?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-202
CrossBeats Sonic 3 TWS Ear buds 30dB Hybrid ANC Bluetooth Earphones 40ms Low Latency Gaming buds with Quad Mics 60hr Playtime13mm Graphene Drivers IPX5 Rating Type-c Fast Charge Hall Switch (White)  ,4.2 out of 5 stars,"1,799",https://amazon.in/sspa/click?ie=UTF8&spc=MTozNjM4MjAzNzM4MTI4NzY4OjE3MjM0NjQ3OTY6c3BfbXRmOjMwMDE2OTIzMDEyNjEzMjo6MDo6&url=%2FCrossBeats-Bluetooth-Earphones-Playtime13mm-Graphene%2Fdp%2FB0CZHD2N3L%2Fref%3Dsr_1_203_sspa%3Fdib%3DeyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464796%26sr%3D8-203-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"enspireÂ® Phantom Wireless Bluetooth Earphone/Neckband with Mic, Fast charging(10 Mins Charge - 20 Hrs Music) | Magnetic Buds-Signature Sound- Up to 140 Hours music-IPX5- Bluetooth v5.0 (Black)  ",3.0 out of 5 stars,599,https://amazon.in/sspa/click?ie=UTF8&spc=MTozNjM4MjAzNzM4MTI4NzY4OjE3MjM0NjQ3OTY6c3BfbXRmOjMwMDIzMzU0NzU0ODUzMjo6MDo6&url=%2Fenspire%25C2%25AE-Wireless-Bluetooth-Earphone-Neckband%2Fdp%2FB0CGVC8XRM%2Fref%3Dsr_1_204_sspa%3Fdib%3DeyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464796%26sr%3D8-204-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"boAt Rockerz 111 Bluetooth Wireless Neckband with Up to 40 Hrs Playtime, Dual Device Pairing, Enx Tech, Beast Mode, ASAP Charging, Btv5.3, Ipx5,Type-C Interface & Magnetic in Ear Buds(Ash Grey)  ",3.9 out of 5 stars,"1,142",https://amazon.in/boAt-Rockerz-111-Headphones-Grey/dp/B0CDLSYZJM/ref=sr_1_205?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-205
"pTron Tangent Play Open Ear Wireless Neckband with Mic,14Hrs Playtime,Safebeats Design Ear Health&Comfort,Bluetooth V5.3 Wireless Headphones,Touch Control,Type-C Fast Charge&Ipx5(Pearl Black)  ",3.4 out of 5 stars,699,https://amazon.in/pTron-Tangent-Safebeats-Bluetooth-Headphones/dp/B0D7QB5YG8/ref=sr_1_206?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-206
"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [ Misty Grey ]  ",4.2 out of 5 stars,"1,698",https://amazon.in/OnePlus-Wireless-Earbuds-Drivers-Playback/dp/B0C8J7W6PL/ref=sr_1_207?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-207
"Sony WI-C100 Wireless Headphones with Customizable Equalizer for Deep Bass & 25 Hrs Battery, DSEE-Upscale, Splash Proof, 360RA, Fast Pair, in-Ear Bluetooth Headset with mic for Phone Calls (Black)  ",3.7 out of 5 stars,"1,699",https://amazon.in/Sony-Headphones-Customizable-Equalizer-DSEE-Upscale/dp/B09YLFHFDW/ref=sr_1_208?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-208
"JBL C50HI, Wired in Ear Headphones with Mic, One Button Multi-Function Remote, Lightweight & Comfortable fit (Black)  ",3.9 out of 5 stars,449,https://amazon.in/JBL-C50HI-Ear-Headphones-Black/dp/B07JQKQ91F/ref=sr_1_23?dib=eyJ2IjoiMSJ9.IpPvJ-4RVxPieKSvdknkvnFUAg41Fkx3RbvziyPN94xmLFsu7XPPXbG-atH3B4KYbeTmcRLygMqFs1-LTEB0WjI6SvFYzaBvV4n2pcp2vTXHAzgHSu1BjmxWB6LptAKofNKgIfIVg3vVcJwj3q7_oGg7qxh_2te0SuvMRssuU3l83vAxHPxAkk2HCmVy84d8VQYbqqcOUCAPIMmFRbwrcQwuKKUSZnQQyR-IU9QGTtc.ZYMIidwqBKVlhxkadMf92_t2gPXznlpldpiZ-pnUC4g&dib_tag=se&keywords=headphones&qid=1723464755&sr=8-23
"boAt Rockerz 255 Pro+ Bluetooth Wireless in Ear Earphones with Upto 60 Hours Playback, ASAP Charge, IPX7, Dual Pairing and Bluetooth v5.2(Moon White)  ",4.0 out of 5 stars,999,https://amazon.in/boAt-255-Pro-Bluetooth-Earphones/dp/B0CKRGNBTP/ref=sr_1_209?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-209
"pTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones, Deep Bass, 18H Playtime, Clear Calls, Dual Device Pairing Wireless Neckband, Fast Type-C Charging, Voice Assistant & IPX4 (Green/Grey)  ",3.8 out of 5 stars,499,https://amazon.in/pTron-Tangentbeat-Bluetooth-Headphones-Assistant/dp/B0CL2M9D81/ref=sr_1_210?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-210
"Boult Audio Z60 Earbuds with 60H Battery, Clear Calling 4 Mics, Made in India, 50ms Low Latency Gaming, 13mm Bass Driver, Type-C Fast Charging, IPX5 Ear Buds Bluetooth 5.3 TWS Ear Buds (Powder Blue)  ",3.9 out of 5 stars,999,https://amazon.in/Boult-Audio-Wireless-Playtime-Bluetooth/dp/B0CBTXJJZH/ref=sr_1_211?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-211
Skullcandy Jib Plus Wireless in-Earphone with Mic (Black) (S2JPW-M003)  ,3.3 out of 5 stars,N/A,https://amazon.in/Skullcandy-S2JPW-M003-Wireless-Earphone-Black/dp/B07RS25MCP/ref=sr_1_212?dib=eyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE&dib_tag=se&keywords=headphones&qid=1723464796&sr=8-212
"Ultrapods Pro Premium Noise Cancelling Earbuds, LED Display, Smart Touch Controls, and Long Battery Life - Sleek Design, Customizable Fit and Seamless Pairing (Pink)  ",2.5 out of 5 stars,799,https://amazon.in/sspa/click?ie=UTF8&spc=MTozNjM4MjAzNzM4MTI4NzY4OjE3MjM0NjQ3OTY6c3BfYnRmOjMwMDIzMzU1Njk0ODczMjo6MDo6&url=%2FUltrapods-Pro-Premium-Cancelling-Controls%2Fdp%2FB0D4RC6D7C%2Fref%3Dsr_1_213_sspa%3Fdib%3DeyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464796%26sr%3D8-213-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Probuds N41 Wireless in-ear Neckband with mic | 35+ hrs Playtime | ENC | Fast Charging | IPX6 | 10 mm Drivers | Bluetooth V5.3 | 50ms Low Latency | Dual Device Pairing (Sapphire Blue)  ,4.1 out of 5 stars,998,https://amazon.in/sspa/click?ie=UTF8&spc=MTozNjM4MjAzNzM4MTI4NzY4OjE3MjM0NjQ3OTY6c3BfYnRmOjMwMDE0OTM0ODYwNjUzMjo6MDo6&url=%2FProbuds-N41-Wireless-Neckband-Bluetooth%2Fdp%2FB0CWLBKLRW%2Fref%3Dsr_1_214_sspa%3Fdib%3DeyJ2IjoiMSJ9.HP48vdVmH05HPttwJ7a1yTUpzlYKchQFCipAMEd98yXFe5AOM0-vxoI0HfikwOLYNw9ISl5jZi3DCoNQpDYJX8HTG00Wni_EEshAuYgRqJ8tiKSQdKrPdJzSP-nomW2XktiSsO7Di80MaCGX5FLrqnH0VGO6bOJbpQ_9cMUCoNs4qEV79vcCJlKiejDooZUmWo3oB68RvhxmccYuxnuqm1iGfrM1S5Gp2KULWNuKzt8.AHh65WVofW_vpkza7nVXWrtdhv-7Pztzn_51wiJgtcE%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464796%26sr%3D8-214-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"WeCool Moonwalk M1 Bone Conduction Open Ear Headphones, 5.4 Bluetooth Earphones, IPX5 Water & Sweatproof Comfort-fit Earphones with Ear Hook, Ideal for Cycling, Hiking, Sports, Gym, Workout- Black  ",3.9 out of 5 stars,"2,598",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4MjY5MzQwNDY5NzIzOTUzOjE3MjM0NjQ4MDE6c3BfYXRmX25leHQ6MzAwMjU1MjA3NzUyMzMyOjowOjo&url=%2FWeCool-Moonwalk-Bone-Conduction-Comfort-fit%2Fdp%2FB0D53HZGBF%2Fref%3Dsr_1_209_sspa%3Fdib%3DeyJ2IjoiMSJ9.S0ywebTIUjQq8VTZbUspRXRxmn8HcUxPH_dVCMIHCKhW6G-nDcrm5yQJL8rVQFsCpmktu0yTPon9VjWsZt8v9_tIGlW3BnA8qlPxmOinZpOzVpH8I8KuIs-x1GwJZOhAkBVlmyrD1jUbkRTRFvSEr1JrZB_oCbMFNuGlqF6SWtKuxeS6q6C6Pozlh8fGD6RvaF7GTGgqroJiMWiWTnt4URrO6usXO5XFupBCsPClVHc.6D-gwJ7lVi0Q_ItHPf-JmlgtYbK4O1yva3WzsEV83Fc%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464801%26sr%3D8-209-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
